,app_name,exercise_segment,facility,fromhost_ip,hostname,message,procid,programname,severity,timegenerated,timereported,timestamp
114532,gendpoint,global,3,10.7.100.7,global-app," time=""2019-03-19T11:31:28+01:00"" level=info msg=""10.4.2.27 - global-app [19/Mar/2019:11:31:28 +0100] \""GET /api/v1/incidents\"" 200 2 \""\"" \""Go-http-client/1.1\"" (1ms)"" clientIP=10.4.2.27 dataLength=2 hostname=global-app latency=1 method=GET path=/api/v1/incidents referer= statusCode=200 userAgent=Go-http-client/1.1",25466.0,gendpoint,6,2019-03-19T11:31:28.366512+01:00,2019-03-19T11:31:28+01:00,1552991488366
61933,gendpoint,global,3,10.7.100.7,global-app," time=""2019-03-19T11:17:08+01:00"" level=info msg=""10.1.2.27 - global-app [19/Mar/2019:11:17:08 +0100] \""GET /api/v1/units/status\"" 200 1452 \""\"" \""Go-http-client/1.1\"" (7ms)"" clientIP=10.1.2.27 dataLength=1452 hostname=global-app latency=7 method=GET path=/api/v1/units/status referer= statusCode=200 userAgent=Go-http-client/1.1",25367.0,gendpoint,6,2019-03-19T11:17:08.433457+01:00,2019-03-19T11:17:08+01:00,1552990628433
65711,nm-dispatcher,blue-team-1,3,10.7.101.44,desktop3, req:1 'dhcp4-change' [ens8]: start running ordered scripts...,,nm-dispatcher,6,2019-03-19T11:18:09.604448+01:00,2019-03-19T11:18:09+01:00,1552990689604
188540,sudo,blue-team-3,10,10.7.103.45,desktop4,     kypo : TTY=unknown ; PWD=/ ; USER=root ; COMMAND=/usr/bin/nmap -sU -Pn -p 123 10.0.2.22,,sudo,5,2019-03-19T11:50:43.932079+01:00,2019-03-19T11:50:43+01:00,1552992643932
14853,NetworkManager,blue-team-1,0,10.7.101.48,admin3, <info>  [1552989847.5947] dhcp4 (ens8): state changed bound -> bound,842.0,NetworkManager,6,2019-03-19T11:04:07.596268+01:00,2019-03-19T11:04:07+01:00,1552989847596
15402,apache-global-web,global,16,10.7.100.2,global-web," 10.1.3.33 - - [19/Mar/2019:11:04:14 +0100] chmelglobe.ex ""GET / HTTP/1.1"" 301 568 ""-"" ""-"" 0 80",,apache-global-web,6,2019-03-19T11:04:14.758201+01:00,2019-03-19T11:04:14+01:00,1552989854758
58808,gendpoint,global,3,10.7.100.7,global-app, [GIN] 2019/03/19 - 11:16:22 | 200 #033[0m|    1.539403ms |       10.2.2.27 |  GET #033[0m    /api/v1/incidents,25400.0,gendpoint,6,2019-03-19T11:16:22.041162+01:00,2019-03-19T11:16:22+01:00,1552990582041
2174,gendpoint,global,3,10.7.100.7,global-app," time=""2019-03-19T11:00:31+01:00"" level=info msg=""10.3.2.27 - global-app [19/Mar/2019:11:00:31 +0100] \""GET /api/v1/units/status\"" 200 1452 \""\"" \""Go-http-client/1.1\"" (9ms)"" clientIP=10.3.2.27 dataLength=1452 hostname=global-app latency=9 method=GET path=/api/v1/units/status referer= statusCode=200 userAgent=Go-http-client/1.1",25433.0,gendpoint,6,2019-03-19T11:00:31.750803+01:00,2019-03-19T11:00:31+01:00,1552989631750
15116,dovecot,blue-team-1,2,10.7.101.12,mail," pop3-login: Disconnected (no auth attempts in 0 secs): user=<>, rip=10.0.4.42, lip=10.0.1.12, TLS handshaking: Disconnected, session=<qlC2zG6E+dAKAAQq>",,dovecot,6,2019-03-19T11:04:10.344163+01:00,2019-03-19T10:04:59+01:00,1552989850344
170264,apache-global-web,global,16,10.7.100.2,global-web," 10.1.3.32 - - [19/Mar/2019:11:46:15 +0100] chmelglobe.ex ""GET / HTTP/1.1"" 200 32188 ""-"" ""-"" 59 443",,apache-global-web,6,2019-03-19T11:46:15.864124+01:00,2019-03-19T11:46:15+01:00,1552992375864
64736,gendpoint,global,3,10.7.100.7,global-app," time=""2019-03-19T11:17:56+01:00"" level=info msg=""10.5.2.27 - global-app [19/Mar/2019:11:17:56 +0100] \""GET /api/v1/connection-check\"" 200 2 \""\"" \""Go-http-client/1.1\"" (4ms)"" clientIP=10.5.2.27 dataLength=2 hostname=global-app latency=4 method=GET path=/api/v1/connection-check referer= statusCode=200 userAgent=Go-http-client/1.1",25498.0,gendpoint,6,2019-03-19T11:17:56.171954+01:00,2019-03-19T11:17:56+01:00,1552990676171
180154,NetworkManager,blue-team-6,0,10.7.106.27,ocs, <info>  [1552992514.7781]   lease time 600,693.0,NetworkManager,6,2019-03-19T11:48:34.777640+01:00,2019-03-19T11:48:34+01:00,1552992514777
154833,NetworkManager,blue-team-2,0,10.7.102.29,monitoring, <info>  [1552992149.4050]   gateway 10.0.2.1,705.0,NetworkManager,6,2019-03-19T11:42:29.404125+01:00,2019-03-19T11:42:29+01:00,1552992149404
18177,gendpoint,global,3,10.7.100.7,global-app," time=""2019-03-19T11:05:04+01:00"" level=info msg=""10.5.2.27 - global-app [19/Mar/2019:11:05:04 +0100] \""GET /api/v1/connection-check\"" 200 2 \""\"" \""Go-http-client/1.1\"" (5ms)"" clientIP=10.5.2.27 dataLength=2 hostname=global-app latency=5 method=GET path=/api/v1/connection-check referer= statusCode=200 userAgent=Go-http-client/1.1",25498.0,gendpoint,6,2019-03-19T11:05:04.213932+01:00,2019-03-19T11:05:04+01:00,1552989904213
161462,lightdm,blue-team-4,10,10.7.104.48,admin3, PAM unable to dlopen(pam_kwallet5.so): /lib/security/pam_kwallet5.so: cannot open shared object file: No such file or directory,,lightdm,3,2019-03-19T11:44:14.709101+01:00,2019-03-19T11:44:14+01:00,1552992254709
178442,gendpoint,global,3,10.7.100.7,global-app," time=""2019-03-19T11:48:13+01:00"" level=info msg=""10.4.2.27 - global-app [19/Mar/2019:11:48:13 +0100] \""GET /api/v1/units/status\"" 200 1452 \""\"" \""Go-http-client/1.1\"" (8ms)"" clientIP=10.4.2.27 dataLength=1452 hostname=global-app latency=8 method=GET path=/api/v1/units/status referer= statusCode=200 userAgent=Go-http-client/1.1",25466.0,gendpoint,6,2019-03-19T11:48:13.991008+01:00,2019-03-19T11:48:13+01:00,1552992493991
35239,gendpoint,global,3,10.7.100.7,global-app," time=""2019-03-19T11:09:43+01:00"" level=info msg=""10.6.2.27 - global-app [19/Mar/2019:11:09:43 +0100] \""GET /api/v1/connection-check\"" 200 2 \""\"" \""Go-http-client/1.1\"" (4ms)"" clientIP=10.6.2.27 dataLength=2 hostname=global-app latency=4 method=GET path=/api/v1/connection-check referer= statusCode=200 userAgent=Go-http-client/1.1",25534.0,gendpoint,6,2019-03-19T11:09:43.881647+01:00,2019-03-19T11:09:43+01:00,1552990183881
113019,sudo,blue-team-1,10,10.7.101.44,desktop3,   nagios : problem with defaults entries ; TTY=unknown ; PWD=/ ;,,sudo,1,2019-03-19T11:31:08.185274+01:00,2019-03-19T11:31:08+01:00,1552991468185
173327,systemd,global,3,10.7.100.25,test5, Started Network Manager Script Dispatcher Service.,1.0,systemd,6,2019-03-19T11:47:02.689791+01:00,2019-03-19T11:47:02+01:00,1552992422689
140088,gendpoint,global,3,10.7.100.7,global-app," time=""2019-03-19T11:38:41+01:00"" level=info msg=""10.5.2.27 - global-app [19/Mar/2019:11:38:41 +0100] \""GET /api/v1/incidents\"" 200 2 \""\"" \""Go-http-client/1.1\"" (1ms)"" clientIP=10.5.2.27 dataLength=2 hostname=global-app latency=1 method=GET path=/api/v1/incidents referer= statusCode=200 userAgent=Go-http-client/1.1",25498.0,gendpoint,6,2019-03-19T11:38:41.989377+01:00,2019-03-19T11:38:41+01:00,1552991921989
35308,gendpoint,global,3,10.7.100.7,global-app, [GIN] 2019/03/19 - 11:09:45 | 200 #033[0m|    6.310581ms |       10.4.2.27 |  GET #033[0m    /api/v1/units/status,25466.0,gendpoint,6,2019-03-19T11:09:45.410554+01:00,2019-03-19T11:09:45+01:00,1552990185410
175526,ocse,blue-team-1,3,10.7.101.27,ocs, [GIN] 2019/03/19 - 11:47:38 | 200 #033[0m|    2.273367ms |       10.0.3.33 |  GET #033[0m    /api/v1/units,22479.0,ocse,6,2019-03-19T11:47:38.007106+01:00,2019-03-19T11:47:38+01:00,1552992458007
123299,gendpoint,global,3,10.7.100.7,global-app, [GIN] 2019/03/19 - 11:33:51 | 200 #033[0m|    3.966943ms |       10.2.2.27 |  GET #033[0m    /api/v1/connection-check,25400.0,gendpoint,6,2019-03-19T11:33:51.325170+01:00,2019-03-19T11:33:51+01:00,1552991631325
76639,gendpoint,global,3,10.7.100.7,global-app, [GIN] 2019/03/19 - 11:21:08 | 200 #033[0m|    6.198705ms |       10.5.2.27 |  GET #033[0m    /api/v1/units/status,25498.0,gendpoint,6,2019-03-19T11:21:08.838578+01:00,2019-03-19T11:21:08+01:00,1552990868838
183388,sudo,blue-team-5,10,10.7.105.45,desktop4,     kypo : problem with defaults entries ; TTY=unknown ; PWD=/ ;,,sudo,1,2019-03-19T11:49:22.767638+01:00,2019-03-19T11:49:22+01:00,1552992562767
72437,gendpoint,global,3,10.7.100.7,global-app, [GIN] 2019/03/19 - 11:20:06 | 200 #033[0m|    4.056672ms |       10.3.2.27 |  GET #033[0m    /api/v1/connection-check,25433.0,gendpoint,6,2019-03-19T11:20:06.182313+01:00,2019-03-19T11:20:06+01:00,1552990806182
5349,gendpoint,global,3,10.7.100.7,global-app," time=""2019-03-19T11:01:25+01:00"" level=info msg=""10.3.2.27 - global-app [19/Mar/2019:11:01:25 +0100] \""GET /api/v1/incidents\"" 200 2 \""\"" \""Go-http-client/1.1\"" (2ms)"" clientIP=10.3.2.27 dataLength=2 hostname=global-app latency=2 method=GET path=/api/v1/incidents referer= statusCode=200 userAgent=Go-http-client/1.1",25433.0,gendpoint,6,2019-03-19T11:01:25.662801+01:00,2019-03-19T11:01:25+01:00,1552989685662
196924,gendpoint,global,3,10.7.100.7,global-app," time=""2019-03-19T11:52:40+01:00"" level=info msg=""10.2.2.27 - global-app [19/Mar/2019:11:52:40 +0100] \""GET /api/v1/incidents\"" 200 2 \""\"" \""Go-http-client/1.1\"" (2ms)"" clientIP=10.2.2.27 dataLength=2 hostname=global-app latency=2 method=GET path=/api/v1/incidents referer= statusCode=200 userAgent=Go-http-client/1.1",25400.0,gendpoint,6,2019-03-19T11:52:40.454988+01:00,2019-03-19T11:52:40+01:00,1552992760454
122345,gendpoint,global,3,10.7.100.7,global-app," time=""2019-03-19T11:33:33+01:00"" level=info msg=""10.6.2.27 - global-app [19/Mar/2019:11:33:33 +0100] \""GET /api/v1/units/status\"" 200 1452 \""\"" \""Go-http-client/1.1\"" (6ms)"" clientIP=10.6.2.27 dataLength=1452 hostname=global-app latency=6 method=GET path=/api/v1/units/status referer= statusCode=200 userAgent=Go-http-client/1.1",25534.0,gendpoint,6,2019-03-19T11:33:33.393794+01:00,2019-03-19T11:33:33+01:00,1552991613393
193213,ocse,blue-team-1,3,10.7.101.27,ocs, [GIN] 2019/03/19 - 11:51:41 | 200 #033[0m|    5.724896ms |       10.0.3.32 |  GET #033[0m    /api/v1/stratum-one,22479.0,ocse,6,2019-03-19T11:51:41.276919+01:00,2019-03-19T11:51:41+01:00,1552992701276
10895,gendpoint,global,3,10.7.100.7,global-app," time=""2019-03-19T11:02:58+01:00"" level=info msg=""10.5.2.27 - global-app [19/Mar/2019:11:02:58 +0100] \""GET /api/v1/units/status\"" 200 1452 \""\"" \""Go-http-client/1.1\"" (7ms)"" clientIP=10.5.2.27 dataLength=1452 hostname=global-app latency=7 method=GET path=/api/v1/units/status referer= statusCode=200 userAgent=Go-http-client/1.1",25498.0,gendpoint,6,2019-03-19T11:02:58.751354+01:00,2019-03-19T11:02:58+01:00,1552989778751
65606,gendpoint,global,3,10.7.100.7,global-app, [GIN] 2019/03/19 - 11:18:07 | 200 #033[0m|    4.456725ms |       10.4.2.27 |  GET #033[0m    /api/v1/connection-check,25466.0,gendpoint,6,2019-03-19T11:18:07.788992+01:00,2019-03-19T11:18:07+01:00,1552990687788
60197,gendpoint,global,3,10.7.100.7,global-app," time=""2019-03-19T11:16:46+01:00"" level=info msg=""10.6.2.27 - global-app [19/Mar/2019:11:16:46 +0100] \""GET /api/v1/units/status\"" 200 1452 \""\"" \""Go-http-client/1.1\"" (8ms)"" clientIP=10.6.2.27 dataLength=1452 hostname=global-app latency=8 method=GET path=/api/v1/units/status referer= statusCode=200 userAgent=Go-http-client/1.1",25534.0,gendpoint,6,2019-03-19T11:16:46.564872+01:00,2019-03-19T11:16:46+01:00,1552990606564
12050,gendpoint,global,3,10.7.100.7,global-app, [GIN] 2019/03/19 - 11:03:17 | 200 #033[0m|    7.758727ms |       10.5.2.27 |  GET #033[0m    /api/v1/units/status,25498.0,gendpoint,6,2019-03-19T11:03:17.294201+01:00,2019-03-19T11:03:17+01:00,1552989797294
150361,gendpoint,global,3,10.7.100.7,global-app, [GIN] 2019/03/19 - 11:41:22 | 200 #033[0m|    3.848794ms |       10.4.2.27 |  GET #033[0m    /api/v1/connection-check,25466.0,gendpoint,6,2019-03-19T11:41:22.009617+01:00,2019-03-19T11:41:22+01:00,1552992082009
150089,gendpoint,global,3,10.7.100.7,global-app, [GIN] 2019/03/19 - 11:41:15 | 200 #033[0m|     627.328µs |       10.1.2.27 |  GET #033[0m    /api/v1/stratum-one,25367.0,gendpoint,6,2019-03-19T11:41:15.688630+01:00,2019-03-19T11:41:15+01:00,1552992075688
16097,gendpoint,global,3,10.7.100.7,global-app, [GIN] 2019/03/19 - 11:04:26 | 200 #033[0m|    7.867867ms |       10.4.2.27 |  GET #033[0m    /api/v1/units/status,25466.0,gendpoint,6,2019-03-19T11:04:26.413400+01:00,2019-03-19T11:04:26+01:00,1552989866413
7245,gendpoint,global,3,10.7.100.7,global-app," time=""2019-03-19T11:02:01+01:00"" level=info msg=""10.6.2.27 - global-app [19/Mar/2019:11:02:01 +0100] \""GET /api/v1/connection-check\"" 200 2 \""\"" \""Go-http-client/1.1\"" (5ms)"" clientIP=10.6.2.27 dataLength=2 hostname=global-app latency=5 method=GET path=/api/v1/connection-check referer= statusCode=200 userAgent=Go-http-client/1.1",25534.0,gendpoint,6,2019-03-19T11:02:01.228513+01:00,2019-03-19T11:02:01+01:00,1552989721228
53706,sudo,blue-team-6,10,10.7.106.45,desktop4,     kypo : problem with defaults entries ; TTY=unknown ; PWD=/ ;,,sudo,1,2019-03-19T11:14:58.197283+01:00,2019-03-19T11:14:58+01:00,1552990498197
99434,gendpoint,global,3,10.7.100.7,global-app," time=""2019-03-19T11:27:24+01:00"" level=info msg=""10.6.2.27 - global-app [19/Mar/2019:11:27:24 +0100] \""GET /api/v1/incidents\"" 200 2 \""\"" \""Go-http-client/1.1\"" (1ms)"" clientIP=10.6.2.27 dataLength=2 hostname=global-app latency=1 method=GET path=/api/v1/incidents referer= statusCode=200 userAgent=Go-http-client/1.1",25534.0,gendpoint,6,2019-03-19T11:27:24.189878+01:00,2019-03-19T11:27:24+01:00,1552991244189
168631,named,global,3,10.7.100.3,ns, client 172.16.1.1#60920 (nagios-scoring-blue2.cyberczech.ex): query: nagios-scoring-blue2.cyberczech.ex IN A + (4.122.55.3),4630.0,named,6,2019-03-19T11:45:50.445123+01:00,2019-03-19T11:45:50+01:00,1552992350445
24108,gendpoint,global,3,10.7.100.7,global-app," time=""2019-03-19T11:06:39+01:00"" level=info msg=""10.4.2.27 - global-app [19/Mar/2019:11:06:39 +0100] \""GET /api/v1/connection-check\"" 200 2 \""\"" \""Go-http-client/1.1\"" (5ms)"" clientIP=10.4.2.27 dataLength=2 hostname=global-app latency=5 method=GET path=/api/v1/connection-check referer= statusCode=200 userAgent=Go-http-client/1.1",25466.0,gendpoint,6,2019-03-19T11:06:39.789062+01:00,2019-03-19T11:06:39+01:00,1552989999789
9590,sudo,global,10,10.7.100.5,desktop1,     kypo : TTY=unknown ; PWD=/ ; USER=root ; COMMAND=/usr/bin/nmap -Pn -p 110 9.66.33.12,,sudo,5,2019-03-19T11:02:43.747101+01:00,2019-03-19T11:02:43+01:00,1552989763747
27237,ocse,blue-team-1,3,10.7.101.27,ocs, [GIN] 2019/03/19 - 11:07:34 | 200 #033[0m|   12.301611ms |       10.0.3.32 |  GET #033[0m    /api/v1/stratum-one,22479.0,ocse,6,2019-03-19T11:07:34.284500+01:00,2019-03-19T11:07:34+01:00,1552990054284
161880,NetworkManager,blue-team-1,0,10.7.101.25,menu, <info>  [1552992261.8190]   nameserver '10.0.2.22',710.0,NetworkManager,6,2019-03-19T11:44:21.818164+01:00,2019-03-19T11:44:21+01:00,1552992261818
62803,ocse,blue-team-1,3,10.7.101.27,ocs, [GIN] 2019/03/19 - 11:17:25 | 200 #033[0m|    3.827192ms |       10.0.3.32 |  GET #033[0m    /api/v1/units,22479.0,ocse,6,2019-03-19T11:17:25.961911+01:00,2019-03-19T11:17:25+01:00,1552990645961
97035,gendpoint,global,3,10.7.100.7,global-app, [GIN] 2019/03/19 - 11:26:46 | 200 #033[0m|    1.818452ms |       10.5.2.27 |  GET #033[0m    /api/v1/incidents,25498.0,gendpoint,6,2019-03-19T11:26:46.822710+01:00,2019-03-19T11:26:46+01:00,1552991206822
39717,gendpoint,global,3,10.7.100.7,global-app," time=""2019-03-19T11:11:04+01:00"" level=info msg=""10.5.2.27 - global-app [19/Mar/2019:11:11:04 +0100] \""GET /api/v1/units/status\"" 200 1452 \""\"" \""Go-http-client/1.1\"" (7ms)"" clientIP=10.5.2.27 dataLength=1452 hostname=global-app latency=7 method=GET path=/api/v1/units/status referer= statusCode=200 userAgent=Go-http-client/1.1",25498.0,gendpoint,6,2019-03-19T11:11:04.143159+01:00,2019-03-19T11:11:04+01:00,1552990264143
18676,gendpoint,global,3,10.7.100.7,global-app, [GIN] 2019/03/19 - 11:05:13 | 200 #033[0m|    1.208062ms |       10.5.2.27 |  GET #033[0m    /api/v1/incidents,25498.0,gendpoint,6,2019-03-19T11:05:13.641527+01:00,2019-03-19T11:05:13+01:00,1552989913641
33806,NetworkManager,blue-team-6,0,10.7.106.29,monitoring, <info>  [1552990164.2706] device (ens10): state change: disconnected -> prepare (reason 'none') [30 40 0],706.0,NetworkManager,6,2019-03-19T11:09:24.287402+01:00,2019-03-19T11:09:24+01:00,1552990164287
197115,gendpoint,global,3,10.7.100.7,global-app, [GIN] 2019/03/19 - 11:52:44 | 200 #033[0m|    3.831497ms |       10.3.2.27 |  GET #033[0m    /api/v1/connection-check,25433.0,gendpoint,6,2019-03-19T11:52:44.438190+01:00,2019-03-19T11:52:44+01:00,1552992764438
140302,sudo,blue-team-3,10,10.7.103.44,desktop3, pam_unix(sudo:session): session opened for user root by (uid=0),,sudo,6,2019-03-19T11:38:43.751519+01:00,2019-03-19T11:38:43+01:00,1552991923751
170105,systemd,blue-team-4,3,10.7.104.48,admin3, Stopping User Manager for UID 113...,1.0,systemd,6,2019-03-19T11:46:13.590572+01:00,2019-03-19T11:46:13+01:00,1552992373590
43965,gendpoint,global,3,10.7.100.7,global-app," time=""2019-03-19T11:12:13+01:00"" level=info msg=""10.3.2.27 - global-app [19/Mar/2019:11:12:13 +0100] \""GET /api/v1/incidents\"" 200 2 \""\"" \""Go-http-client/1.1\"" (2ms)"" clientIP=10.3.2.27 dataLength=2 hostname=global-app latency=2 method=GET path=/api/v1/incidents referer= statusCode=200 userAgent=Go-http-client/1.1",25433.0,gendpoint,6,2019-03-19T11:12:13.046351+01:00,2019-03-19T11:12:13+01:00,1552990333046
108479,ocse,blue-team-1,3,10.7.101.27,ocs, [GIN] 2019/03/19 - 11:29:53 | 200 #033[0m|   13.947245ms |       10.0.3.32 |  GET #033[0m    /api/v1/stratum-one,22479.0,ocse,6,2019-03-19T11:29:53.754786+01:00,2019-03-19T11:29:53+01:00,1552991393754
97231,sudo,blue-team-5,10,10.7.105.44,desktop3,   nagios : TTY=unknown ; PWD=/ ; USER=root ; COMMAND=/usr/bin/nmap -Pn -p 88 10.0.2.22,,sudo,5,2019-03-19T11:26:48.449866+01:00,2019-03-19T11:26:48+01:00,1552991208449
180393,gendpoint,global,3,10.7.100.7,global-app," time=""2019-03-19T11:48:37+01:00"" level=info msg=""10.3.2.27 - global-app [19/Mar/2019:11:48:37 +0100] \""GET /api/v1/connection-check\"" 200 2 \""\"" \""Go-http-client/1.1\"" (4ms)"" clientIP=10.3.2.27 dataLength=2 hostname=global-app latency=4 method=GET path=/api/v1/connection-check referer= statusCode=200 userAgent=Go-http-client/1.1",25433.0,gendpoint,6,2019-03-19T11:48:37.966140+01:00,2019-03-19T11:48:37+01:00,1552992517966
77280,ocse,blue-team-1,3,10.7.101.27,ocs, [GIN] 2019/03/19 - 11:21:20 | 200 #033[0m|    4.261264ms |       10.0.3.32 |  GET #033[0m    /api/v1/incidents,22479.0,ocse,6,2019-03-19T11:21:20.759734+01:00,2019-03-19T11:21:20+01:00,1552990880759
85848,systemd,blue-team-4,3,10.7.104.12,mail, Starting Network Manager Script Dispatcher Service...,,systemd,6,2019-03-19T11:23:45.119287+01:00,2019-03-19T10:23:55+01:00,1552991025119
27943,sudo,blue-team-2,10,10.7.102.44,desktop3,   nagios : problem with defaults entries ; TTY=unknown ; PWD=/ ;,,sudo,1,2019-03-19T11:07:49.156479+01:00,2019-03-19T11:07:49+01:00,1552990069156
110332,gendpoint,global,3,10.7.100.7,global-app, [GIN] 2019/03/19 - 11:30:24 | 200 #033[0m|    4.017713ms |       10.5.2.27 |  GET #033[0m    /api/v1/connection-check,25498.0,gendpoint,6,2019-03-19T11:30:24.638835+01:00,2019-03-19T11:30:24+01:00,1552991424638
137292,gendpoint,global,3,10.7.100.7,global-app, [GIN] 2019/03/19 - 11:37:49 | 200 #033[0m|    4.055215ms |       10.5.2.27 |  GET #033[0m    /api/v1/connection-check,25498.0,gendpoint,6,2019-03-19T11:37:49.104751+01:00,2019-03-19T11:37:49+01:00,1552991869104
15763,sudo,blue-team-5,10,10.7.105.45,desktop4, pam_unix(sudo:session): session opened for user root by (uid=0),,sudo,6,2019-03-19T11:04:22.204540+01:00,2019-03-19T11:04:22+01:00,1552989862204
41012,gendpoint,global,3,10.7.100.7,global-app," time=""2019-03-19T11:11:29+01:00"" level=info msg=""10.3.2.27 - global-app [19/Mar/2019:11:11:29 +0100] \""GET /api/v1/units/status\"" 200 1452 \""\"" \""Go-http-client/1.1\"" (10ms)"" clientIP=10.3.2.27 dataLength=1452 hostname=global-app latency=10 method=GET path=/api/v1/units/status referer= statusCode=200 userAgent=Go-http-client/1.1",25433.0,gendpoint,6,2019-03-19T11:11:29.823508+01:00,2019-03-19T11:11:29+01:00,1552990289823
187949,dovecot,blue-team-3,2,10.7.103.12,mail," imap-login: Disconnected (no auth attempts in 0 secs): user=<>, rip=10.0.4.42, lip=10.0.1.12, session=<KpF+cW+ERNkKAAQq>",,dovecot,6,2019-03-19T11:50:37.264285+01:00,2019-03-19T10:51:03+01:00,1552992637264
4693,gendpoint,global,3,10.7.100.7,global-app, [GIN] 2019/03/19 - 11:01:17 | 200 #033[0m|    4.306132ms |       10.6.2.27 |  GET #033[0m    /api/v1/connection-check,25534.0,gendpoint,6,2019-03-19T11:01:17.735943+01:00,2019-03-19T11:01:17+01:00,1552989677735
48216,sudo,blue-team-5,10,10.7.105.45,desktop4, pam_unix(sudo:session): session opened for user root by (uid=0),,sudo,6,2019-03-19T11:13:22.903960+01:00,2019-03-19T11:13:22+01:00,1552990402903
176032,sudo,blue-team-3,10,10.7.103.44,desktop3,     kypo : TTY=unknown ; PWD=/ ; USER=root ; COMMAND=/usr/bin/nmap -sU -Pn -p 88 10.0.2.22,,sudo,5,2019-03-19T11:47:44.037194+01:00,2019-03-19T11:47:44+01:00,1552992464037
2147,apache-srv-ups,blue-team-4,16,10.7.104.28,ups," 10.0.4.44 - - [19/Mar/2019:10:00:40 +0100] 10.0.2.28 ""GET /login HTTP/1.1"" 200 - ""-"" ""check_http/v2.1.2 (monitoring-plugins 2.1.2)"" 26 80",,apache-srv-ups,6,2019-03-19T11:00:31.493573+01:00,2019-03-19T10:00:41+01:00,1552989631493
